## 
## THIS LEXICON: Adapted from MPQA Subjectivity Lexicon
## Source Lexicon URL: http://mpqa.cs.pitt.edu/lexicons/subj_lexicon/
## Source Lexicon Construction: manual, semi-automatic
##
## Other Notes:  
##    The subjectivity (reliability) scores are just numeric guestimates 
##    of the strongsubj and weaksubj labels used in the original lexicon.
##          strongsubj -> reliability=1
##          weaksubj -> reliability=0.25
##
## Line Format: WORD	POLARITY	SUBJECTIVITY_SCORE
likable	positive	1
like	positive	1
liked	positive	1
likes	positive	1
liking	positive	1
likings	positive	1
limit	negative	0.25
limitation	negative	0.25
limitations	negative	0.25
limited	negative	0.25
limiting	negative	0.25
limits	negative	0.25
limp	negative	1
limper	negative	1
limpest	negative	1
lionhearted	positive	1
listless	negative	1
literate	positive	0.25
litigious	negative	1
little	negative	1
little-known	negative	1
littler	negative	0.25
littler-known	negative	0.25
littlest	negative	0.25
littlest-known	negative	0.25
live	positive	0.25
livelier	positive	1
liveliest	positive	1
lively	positive	1
livid	negative	1
lividly	negative	1
loath	negative	1
loathe	negative	1
loathed	negative	1
loathes	negative	1
loathing	negative	1
loathings	negative	1
loathly	negative	1
loathsome	negative	1
loathsomely	negative	1
loftier	positive	1
loftiest	positive	1
lofty	positive	1
logical	positive	0.25
lone	negative	1
lonelier	negative	1
loneliest	negative	1
loneliness	negative	1
lonely	negative	1
lonesome	negative	1
long	negative	1
longed	negative	1
longing	negative	1
longingly	negative	1
longings	negative	1
longs	negative	1
loophole	negative	1
loopholes	negative	1
loot	negative	1
looted	negative	1
looting	negative	1
loots	negative	1
lorn	negative	1
lose	negative	0.25
losed	negative	0.25
loser	negative	0.25
losers	negative	0.25
loses	negative	0.25
losing	negative	1
losings	negative	1
loss	negative	0.25
losses	negative	0.25
lost	negative	0.25
loth	negative	1
lousier	negative	1
lousiest	negative	1
lousy	negative	1
lovable	positive	1
lovably	positive	1
love	positive	1
loved	positive	1
loveless	negative	1
lovelier	positive	1
lovelies	positive	1
loveliest	positive	1
loveliness	positive	1
lovelorn	negative	1
lovely	positive	1
lover	positive	1
lovers	positive	1
loves	positive	1
loving	positive	1
low	negative	0.25
low-cost	positive	0.25
low-priced	positive	0.25
low-rated	negative	1
low-risk	positive	0.25
lower	negative	0.25
lower-priced	positive	0.25
lowest	negative	0.25
lowest-priced	positive	0.25
lowlier	negative	1
lowliest	negative	1
lowly	negative	1
loyal	positive	0.25
loyalties	positive	1
loyalty	positive	1
lucid	positive	1
lucidly	positive	1
luck	positive	1
luckier	positive	1
luckiest	positive	1
luckily	positive	1
luckiness	positive	1
lucks	positive	1
lucky	positive	1
lucrative	positive	0.25
ludicrous	negative	1
ludicrously	negative	1
lugubrious	negative	1
lukewarm	negative	1
lull	negative	0.25
lulled	negative	0.25
lulling	negative	0.25
lulls	negative	0.25
luminous	positive	0.25
lunatic	negative	1
lunaticism	negative	1
lunatics	negative	1
lurch	negative	1
lurched	negative	1
lurches	negative	1
lurching	negative	1
lure	negative	1
lured	negative	1
lures	negative	1
lurid	negative	1
luring	negative	1
lurk	negative	1
lurked	negative	1
lurking	negative	1
lurks	negative	1
lush	positive	1
lusher	positive	1
lushest	positive	1
luster	positive	1
lusters	positive	1
lustrous	positive	1
luxuriant	positive	1
luxuriate	positive	0.25
luxuriated	positive	0.25
luxuriates	positive	0.25
luxuriating	positive	0.25
luxuries	positive	1
luxurious	positive	1
luxuriously	positive	1
luxury	positive	1
lying	negative	1
lyings	negative	1
lyrical	positive	1
macabre	negative	1
mad	negative	1
madden	negative	1
maddened	negative	1
maddening	negative	1
maddeningly	negative	1
maddens	negative	1
madder	negative	1
maddest	negative	1
madly	negative	1
madman	negative	1
madmans	negative	1
madmen	negative	1
madness	negative	1
madnesses	negative	1
magic	positive	1
magical	positive	1
magnanimous	positive	1
magnanimously	positive	1
magnetic	positive	0.25
magnificence	positive	1
magnificences	positive	1
magnificent	positive	1
magnificently	positive	1
magnified	positive	0.25
magnifies	positive	0.25
magnify	positive	0.25
magnifying	positive	0.25
majestic	positive	1
majesties	positive	1
majesty	positive	1
maladies	negative	0.25
maladjusted	negative	1
maladjustment	negative	1
maladjustments	negative	1
malady	negative	0.25
malaise	negative	0.25
malaises	negative	0.25
malcontent	negative	1
malcontented	negative	1
malcontents	negative	1
maledict	negative	1
maledicted	negative	1
maledicting	negative	1
maledicts	negative	1
malevolence	negative	1
malevolences	negative	1
malevolent	negative	1
malevolently	negative	1
malice	negative	1
malices	negative	1
malicious	negative	1
maliciously	negative	1
maliciousness	negative	1
malign	negative	1
malignant	negative	0.25
maligned	negative	1
maligning	negative	1
maligns	negative	1
malodorous	negative	1
maltreatment	negative	1
maltreatments	negative	1
manageable	positive	0.25
maneuver	negative	0.25
maneuvered	negative	0.25
maneuvering	negative	0.25
maneuvers	negative	0.25
mangle	negative	1
mangled	negative	1
mangles	negative	1
mangling	negative	1
mania	negative	1
maniac	negative	1
maniacal	negative	1
maniacs	negative	1
manias	negative	1
manic	negative	1
manifest	positive	1
manipulate	negative	0.25
manipulated	negative	0.25
manipulates	negative	0.25
manipulating	negative	0.25
manipulation	negative	0.25
manipulations	negative	0.25
manipulative	negative	1
manipulator	negative	1
manipulators	negative	1
manlier	positive	1
manliest	positive	1
manly	positive	1
mannerly	positive	1
mar	negative	1
marginal	negative	0.25
marginally	negative	0.25
marred	negative	1
marring	negative	1
mars	negative	1
martyrdom	negative	1
martyrdom-seeking	negative	1
martyrdoms	negative	1
marvel	positive	1
marveled	positive	1
marveling	positive	1
marvelled	positive	1
marvelling	positive	1
marvellous	positive	1
marvelous	positive	1
marvelously	positive	1
marvelousness	positive	1
marvels	positive	1
massacre	negative	1
massacred	negative	1
massacres	negative	1
massacring	negative	1
master	positive	1
masterful	positive	1
masterfully	positive	1
masteries	positive	1
masterpiece	positive	1
masterpieces	positive	1
masters	positive	1
mastery	positive	1
matchless	positive	1
mature	positive	0.25
maturely	positive	0.25
maturer	positive	0.25
maturest	positive	0.25
maturities	positive	0.25
maturity	positive	0.25
maverick	negative	1
mawkish	negative	1
mawkishly	negative	1
mawkishness	negative	1
maxi-devaluation	negative	1
maxi-devaluations	negative	1
maximize	positive	1
maximized	positive	1
maximizes	positive	1
maximizing	positive	1
meager	negative	1
meagre	negative	1
mean	negative	1
meaner	negative	1
meanest	negative	1
meaningful	positive	1
meaningless	negative	1
meanness	negative	1
meddle	negative	1
meddled	negative	1
meddles	negative	1
meddlesome	negative	1
meddling	negative	1
mediocre	negative	1
mediocrities	negative	1
mediocrity	negative	1
meek	positive	1
meeker	positive	1
meekest	positive	1
melancholy	negative	1
mellow	positive	1
mellower	positive	1
mellowest	positive	1
melodramatic	negative	1
melodramatically	negative	1
memorable	positive	1
memorialize	positive	1
memorialized	positive	1
memorializes	positive	1
memorializing	positive	1
menace	negative	1
menaced	negative	1
menaces	negative	1
menacing	negative	1
menacingly	negative	1
mend	positive	0.25
mendacious	negative	1
mendacities	negative	1
mendacity	negative	1
mended	positive	0.25
mending	positive	0.25
mends	positive	0.25
menial	negative	0.25
mentor	positive	0.25
mentors	positive	0.25
mercies	positive	1
merciful	positive	1
mercifully	positive	1
merciless	negative	1
mercilessly	negative	1
mercy	positive	1
mere	negative	1
merely	negative	1
merit	positive	1
merited	positive	1
meriting	positive	1
meritorious	positive	1
merits	positive	1
merrier	positive	1
merriest	positive	1
merrily	positive	1
merriment	positive	1
merriments	positive	1
merriness	positive	1
merry	positive	1
mesmerize	positive	1
mesmerized	positive	1
mesmerizes	positive	1
mesmerizing	positive	1
mesmerizingly	positive	1
mess	negative	1
messed	negative	1
messes	negative	1
messier	negative	0.25
messiest	negative	0.25
messing	negative	1
messy	negative	0.25
meticulous	positive	0.25
meticulously	positive	0.25
midget	negative	1
midgets	negative	1
miff	negative	0.25
miffed	negative	0.25
miffing	negative	0.25
miffs	negative	0.25
might	positive	1
mightier	positive	1
mightiest	positive	1
mightily	positive	1
mighty	positive	1
mild	positive	0.25
milder	positive	0.25
mildest	positive	0.25
militancies	negative	1
militancy	negative	1
mind	negative	0.25
minded	negative	0.25
mindful	positive	1
minding	negative	0.25
mindless	negative	1
mindlessly	negative	1
minds	negative	0.25
minister	positive	0.25
ministered	positive	0.25
ministering	positive	0.25
ministers	positive	0.25
miracle	positive	1
miracles	positive	1
miraculous	positive	1
miraculously	positive	1
miraculousness	positive	1
mirage	negative	1
mirages	negative	1
mire	negative	1
mired	negative	1
mires	negative	1
miring	negative	1
mirth	positive	1
mirths	positive	1
misapprehend	negative	0.25
misapprehended	negative	0.25
misapprehending	negative	0.25
misapprehends	negative	0.25
misbecame	negative	1
misbecome	negative	1
misbecomes	negative	1
misbecoming	negative	1
misbegotten	negative	1
misbehave	negative	1
misbehaved	negative	1
misbehaves	negative	1
misbehaving	negative	1
misbehavior	negative	1
misbehaviors	negative	1
miscalculate	negative	0.25
miscalculated	negative	0.25
miscalculates	negative	0.25
miscalculating	negative	0.25
miscalculation	negative	0.25
miscalculations	negative	0.25
mischief	negative	1
mischiefs	negative	1
mischievous	negative	1
mischievously	negative	1
misconception	negative	1
misconceptions	negative	1
miscreant	negative	1
miscreants	negative	1
misdirection	negative	1
misdirections	negative	1
miser	negative	1
miserable	negative	1
miserableness	negative	1
miserably	negative	1
miseries	negative	1
miserly	negative	1
misers	negative	1
misery	negative	1
misfit	negative	1
misfits	negative	1
misfortune	negative	1
misfortunes	negative	1
misgiving	negative	1
misgivings	negative	1
misguidance	negative	1
misguidances	negative	1
misguide	negative	1
misguided	negative	1
misguides	negative	1
misguiding	negative	1
mishandle	negative	1
mishandled	negative	1
mishandles	negative	1
mishandling	negative	1
mishap	negative	1
mishaps	negative	1
misinform	negative	1
misinformed	negative	1
misinforming	negative	1
misinforms	negative	1
misinterpret	negative	1
misinterpreted	negative	1
misinterpreting	negative	1
misinterprets	negative	1
misjudge	negative	1
misjudged	negative	1
misjudges	negative	1
misjudging	negative	1
misjudgment	negative	1
misjudgments	negative	1
mislead	negative	1
misleading	negative	1
misleadingly	negative	1
misleads	negative	1
misled	negative	1
mislike	negative	1
misliked	negative	1
mislikes	negative	1
misliking	negative	1
mismanage	negative	1
mismanaged	negative	1
mismanages	negative	1
mismanaging	negative	1
misread	negative	1
misreading	negative	1
misreadings	negative	1
misreads	negative	1
misrepresent	negative	1
misrepresentation	negative	1
misrepresentations	negative	1
misrepresented	negative	1
misrepresenting	negative	1
misrepresents	negative	1
miss	negative	0.25
missed	negative	0.25
misses	negative	0.25
missing	negative	0.25
misstatement	negative	1
misstatements	negative	1
mistake	negative	1
mistaken	negative	1
mistakenly	negative	1
mistakes	negative	1
mistaking	negative	1
mistified	negative	0.25
mistook	negative	1
mistrust	negative	1
mistrusted	negative	1
mistrustful	negative	1
mistrustfully	negative	1
mistrusting	negative	1
mistrusts	negative	1
misunderstand	negative	1
misunderstanding	negative	1
misunderstandings	negative	1
misunderstands	negative	1
misunderstood	negative	1
misuse	negative	1
misused	negative	1
misuses	negative	1
misusing	negative	1
moan	negative	1
moaned	negative	1
moaning	negative	1
moans	negative	1
mock	negative	1
mocked	negative	1
mockeries	negative	1
mockery	negative	1
mocking	negative	1
mockingly	negative	1
mocks	negative	1
moderate	positive	1
moderation	positive	1
moderations	positive	1
modern	positive	0.25
modest	positive	0.25
modesties	positive	0.25
modesty	positive	0.25
molest	negative	1
molestation	negative	1
molestations	negative	1
molested	negative	1
molesting	negative	1
molests	negative	1
mollified	positive	1
mollifies	positive	1
mollify	positive	1
mollifying	positive	1
momentous	positive	1
monotonies	negative	1
monotonous	negative	1
monotony	negative	1
monster	negative	1
monsters	negative	1
monstrosities	negative	1
monstrosity	negative	1
monstrous	negative	1
monstrously	negative	1
monumental	positive	1
monumentally	positive	1
moodier	negative	1
moodiest	negative	1
moody	negative	1
moon	negative	0.25
mooned	negative	0.25
mooning	negative	0.25
moons	negative	0.25
moot	negative	0.25
mope	negative	0.25
moped	negative	0.25
mopes	negative	0.25
moping	negative	0.25
moral	positive	1
moralities	positive	1
morality	positive	1
moralize	positive	1
moralized	positive	1
moralizes	positive	1
moralizing	positive	1
morals	positive	1
morbid	negative	1
morbidly	negative	1
mordant	negative	1
mordantly	negative	1
moribund	negative	1
mortification	negative	1
mortifications	negative	1
mortified	negative	1
mortifies	negative	1
mortify	negative	1
mortifying	negative	1
motionless	negative	0.25
motivate	positive	1
motivated	positive	1
motivates	positive	1
motivating	positive	1
motivation	positive	1
motivations	positive	1
motley	negative	1
mourn	negative	1
mourned	negative	1
mourner	negative	1
mourners	negative	1
mournful	negative	1
mournfully	negative	1
mourning	negative	1
mourns	negative	1
moving	positive	1
muddier	negative	0.25
muddiest	negative	0.25
muddle	negative	0.25
muddled	negative	0.25
muddles	negative	0.25
muddling	negative	0.25
muddy	negative	0.25
mudslinger	negative	1
mudslingers	negative	1
mudslinging	negative	1
mudslingings	negative	1
mulish	negative	1
multi-polarization	negative	1
multi-polarizations	negative	1
mundane	negative	1
murder	negative	0.25
murdered	negative	0.25
murdering	negative	0.25
murderous	negative	0.25
murderously	negative	0.25
murders	negative	0.25
murkier	negative	0.25
murkiest	negative	0.25
murky	negative	0.25
muscle-flexing	negative	1
myriad	positive	0.25
myriads	positive	0.25
mysteries	negative	1
mysterious	negative	1
mysteriously	negative	1
mystery	negative	1
mystified	negative	0.25
mystifies	negative	0.25
mystify	negative	0.25
mystifying	negative	0.25
myth	negative	1
myths	negative	1
nag	negative	1
nagged	negative	1
nagging	negative	1
nags	negative	1
naive	negative	1
naively	negative	1
narrow	negative	0.25
narrower	negative	1
narrowest	negative	0.25
nastier	negative	1
nastiest	negative	1
nastily	negative	1
nastiness	negative	1
nasty	negative	1
nationalism	negative	1
nationalisms	negative	1
natural	positive	0.25
naturally	positive	0.25
naughtier	negative	1
naughtiest	negative	1
naughty	negative	1
nauseat	negative	0.25
nauseate	negative	0.25
nauseated	negative	0.25
nauseating	negative	1
nauseatingly	negative	1
navigable	positive	0.25
neat	positive	0.25
neater	positive	0.25
neatest	positive	0.25
neatly	positive	0.25
nebulous	negative	1
nebulously	negative	1
necessarily	positive	0.25
necessary	positive	0.25
need	negative	0.25
needed	negative	0.25
needier	negative	0.25
neediest	negative	0.25
needless	negative	0.25
needlessly	negative	0.25
needy	negative	0.25
nefarious	negative	1
nefariously	negative	1
negate	negative	0.25
negated	negative	0.25
negates	negative	0.25
negating	negative	0.25
negation	negative	0.25
negations	negative	0.25
negative	negative	0.25
